Country,Year,"Number of New
Limited Liability Companies",New business density rate,Country_Code,Region,Income group,Account (% age 15+),Saved at a financial institution (% age 15+),indicator,estimate,Economy,Informal_Economy_Percentage,Series Name.x,Series Code.x,Country Name.x,Female_LFP,Series Name.y,Series Code.y,Country Name.y,Male_LFP,LFP_Gender_Gap,Country Name.x.x,Indicator Name.x,Indicator Code.x,Country Name.y.y,Indicator Name.y,Indicator Code.y,GDP_Constant_2015USD,Country Name.x.x.x,Indicator Name.x.x,Indicator Code.x.x,Gov_Edu_Spending_PctGDP,Country Name.y.y.y,Indicator Name.y.y,Indicator Code.y.y,Female_Pop_Percentage,Country Name.x.x.x.x,Indicator Name.x.x.x,Indicator Code.x.x.x,Country Name.y.y.y.y,Indicator Name.y.y.y,Indicator Code.y.y.y,Working_Age_Pop,Country Name.x.x.x.x.x,Population_Growth,Total_Population,Entrepreneurship_Score,WEFS,Country Name.x.x.x.x.x.x,Indicator Name.x.x.x.x,Indicator Code.x.x.x.x,Employment_Agriculture,Country Name.y.y.y.y.y,Indicator Name.y.y.y.y,Indicator Code.y.y.y.y,Employment_Industry,Country Name,Indicator Name,Indicator Code,Employment_Services,Dominant_Employment_Sector,region,sub-region
Kosovo,2011,1105,0.946110245,XKX,Europe & Central Asia (excluding high income),Upper middle income,0.443099648,0.04948521,,,,37.73286057,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kosovo,,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kosovo,,15.0635,Kosovo,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kosovo,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5368051162,Kosovo,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Kosovo,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.90758721,Kosovo,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kosovo,"Population ages 15-64, total",SP.POP.1564.TO,1173339,Kosovo,0.179071579,1791949,100,1.942661193,Kosovo,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,Kosovo,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,Kosovo,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,Mixed/Unknown,,
Kosovo,2014,2117,1.777820327,XKX,Europe & Central Asia (excluding high income),Upper middle income,0.478031516,0.072120368,,,,37.73286057,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kosovo,,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kosovo,,15.0635,Kosovo,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kosovo,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5944177154,Kosovo,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Kosovo,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.83439286,Kosovo,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kosovo,"Population ages 15-64, total",SP.POP.1564.TO,1204918,Kosovo,-0.293645848,1812788,100,1.942661193,Kosovo,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,Kosovo,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,Kosovo,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,Mixed/Unknown,,
Kosovo,2017,4656,3.887123153,XKX,Europe & Central Asia (excluding high income),Upper middle income,0.522733986,0.086954638,,,,37.73286057,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kosovo,,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kosovo,,15.0635,Kosovo,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kosovo,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6967382842,Kosovo,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Kosovo,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.81360474,Kosovo,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kosovo,"Population ages 15-64, total",SP.POP.1564.TO,1210837,Kosovo,0.753859368,1791019,100,1.942661193,Kosovo,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,Kosovo,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,Kosovo,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,Mixed/Unknown,,
Kosovo,2021,6846,5.629656431,XKX,Europe & Central Asia (excluding high income),Upper middle income,0.58011961,0.103320278,,,,37.73286057,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kosovo,,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kosovo,,15.0635,Kosovo,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kosovo,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7912108452,Kosovo,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Kosovo,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.80275289,Kosovo,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kosovo,"Population ages 15-64, total",SP.POP.1564.TO,1231980,Kosovo,-0.227725816,1786080,100,1.942661193,Kosovo,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,Kosovo,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,Kosovo,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,Mixed/Unknown,,
Kuwait,2011,967,0.407665288,KWT,High income,High income,0.867732465,0.40345034,cc,0.078883208,Kuwait,16.61600494,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kuwait,48.147,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kuwait,84.99,36.843,Kuwait,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kuwait,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.05E+11,Kuwait,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Kuwait,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,43.01345595,Kuwait,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kuwait,"Population ages 15-64, total",SP.POP.1564.TO,2370251,Kuwait,6.23757793,3132814,75,2.557031353,Kuwait,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.391792469,Kuwait,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.51626483,Kuwait,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,73.0919427,Services,Asia,Western Asia
Kuwait,2014,1903,0.66587168,KWT,High income,High income,0.72908181,0.255034715,cc,-0.246359721,Kuwait,16.03548813,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kuwait,49.539,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kuwait,86.935,37.396,Kuwait,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kuwait,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.14E+11,Kuwait,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Kuwait,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,41.95087739,Kuwait,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kuwait,"Population ages 15-64, total",SP.POP.1564.TO,2780446,Kuwait,4.406572078,3665876,75,2.665211361,Kuwait,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.25292172,Kuwait,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.0448195,Kuwait,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.70225878,Services,Asia,Western Asia
Kuwait,2017,9679,3.101518908,KWT,High income,High income,0.798401535,0.266101688,cc,-0.360093921,Kuwait,15.09089279,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kuwait,49.588,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kuwait,87.411,37.823,Kuwait,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kuwait,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.12E+11,Kuwait,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.35444212,Kuwait,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,39.30907862,Kuwait,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kuwait,"Population ages 15-64, total",SP.POP.1564.TO,3145144,Kuwait,3.69493434,4154812,75,2.819400896,Kuwait,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.105607555,Kuwait,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.2344019,Kuwait,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.65999055,Services,Asia,Western Asia
Kyrgyz Republic,2011,3433,0.955601417,KGZ,Europe & Central Asia (excluding high income),Lower middle income,0.037572645,0.008891623,cc,-1.231965423,Kyrgyz Republic,37.1553154,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kyrgyz Republic,60.096,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kyrgyz Republic,80.626,20.53,Kyrgyz Republic,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kyrgyz Republic,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5576999925,Kyrgyz Republic,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.790620804,Kyrgyz Republic,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.57601749,Kyrgyz Republic,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kyrgyz Republic,"Population ages 15-64, total",SP.POP.1564.TO,3615632,Kyrgyz Republic,1.444188162,5546586.5,100,2.006085782,Kyrgyz Republic,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,33.51404726,Kyrgyz Republic,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.53483692,Kyrgyz Republic,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,44.95111583,Services,,
Kyrgyz Republic,2014,4100,1.094775225,KGZ,Europe & Central Asia (excluding high income),Lower middle income,0.184706017,0.048583873,cc,-1.130077958,Kyrgyz Republic,36.36687469,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kyrgyz Republic,54.504,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Kyrgyz Republic,75.516,21.012,Kyrgyz Republic,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Kyrgyz Republic,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6429000668,Kyrgyz Republic,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.467635632,Kyrgyz Republic,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.33094169,Kyrgyz Republic,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kyrgyz Republic,"Population ages 15-64, total",SP.POP.1564.TO,3763916,Kyrgyz Republic,2.203248029,5905847.5,100,1.984647667,Kyrgyz Republic,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,31.43878254,Kyrgyz Republic,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.41494846,Kyrgyz Republic,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,46.146269,Services,,
Lao PDR,2011,209,0.053649487,LAO,East Asia & Pacific (excluding high income),Lower middle income,0.267734557,0.193609789,cc,-1.192968726,Lao PDR,24.68497849,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Lao PDR,56.724,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Lao PDR,64.522,7.798,Lao PDR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Lao PDR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10709275115,Lao PDR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.708019972,Lao PDR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.67837536,Lao PDR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lao PDR,"Population ages 15-64, total",SP.POP.1564.TO,3892401,Lao PDR,1.448149498,6426590,100,3.561445268,Lao PDR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,70.13021468,Lao PDR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,8.525609155,Lao PDR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,21.34417617,Agriculture,,
Lao PDR,2017,315,0.070880142,LAO,East Asia & Pacific (excluding high income),Lower middle income,0.290564179,0.180228159,cc,-0.966396511,Lao PDR,20.83821678,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Lao PDR,56.02,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Lao PDR,63.542,7.522,Lao PDR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Lao PDR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,16503694943,Lao PDR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.497972727,Lao PDR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.69979968,Lao PDR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lao PDR,"Population ages 15-64, total",SP.POP.1564.TO,4447431,Lao PDR,1.570297226,7018147,100,4.230791981,Lao PDR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,61.04544942,Lao PDR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,9.73556099,Lao PDR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,29.21895308,Agriculture,,
Latvia,2011,16948,12.29051981,LVA,High income,High income,0.896588326,0.133209676,cc,0.279343724,Latvia,25.99934959,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Latvia,52.909,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Latvia,65.384,12.475,Latvia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Latvia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22694935284,Latvia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.071619987,Latvia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,54.29871326,Latvia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latvia,"Population ages 15-64, total",SP.POP.1564.TO,1385849,Latvia,-1.820767002,2059709,100,3.112401269,Latvia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,8.895122436,Latvia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.90836147,Latvia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.19640061,Services,Europe,Northern Europe
Latvia,2014,14071,10.76824886,LVA,High income,High income,0.902182519,0.253067404,cc,0.409777433,Latvia,26.01956749,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Latvia,53.301,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Latvia,66.515,13.214,Latvia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Latvia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,25384189271,Latvia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.281229973,Latvia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,54.15628421,Latvia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latvia,"Population ages 15-64, total",SP.POP.1564.TO,1314145,Latvia,-0.941743354,1993782,100,3.079751592,Latvia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,7.503668812,Latvia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.84750231,Latvia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.64882888,Services,Europe,Northern Europe
Latvia,2017,9416,7.561886038,LVA,High income,High income,0.932224751,0.27509129,cc,0.500998259,Latvia,25.95819283,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Latvia,55.064,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Latvia,67.802,12.738,Latvia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Latvia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,27935083672,Latvia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.366710186,Latvia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,54.04412862,Latvia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latvia,"Population ages 15-64, total",SP.POP.1564.TO,1249196,Latvia,-0.886215573,1942248,100,3.128605451,Latvia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.867644972,Latvia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.30726402,Latvia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,69.82509101,Services,Europe,Northern Europe
Latvia,2021,8532,7.214117754,LVA,High income,High income,0.966187179,0.428706825,cc,0.720612168,,25.99236997,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Latvia,54.167,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Latvia,67.234,13.067,Latvia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Latvia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,30285399223,Latvia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.615469933,Latvia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.76044701,Latvia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latvia,"Population ages 15-64, total",SP.POP.1564.TO,1190051,Latvia,-0.843294678,1884490,100,3.099559327,Latvia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.78852065,Latvia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.50857656,Latvia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,69.70290279,Services,Europe,Northern Europe
Lesotho,2011,1575,1.28943945,LSO,Sub-Saharan Africa (excluding high income),Lower middle income,0.184970245,0.078963272,cc,0.156146213,Lesotho,27.46405602,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Lesotho,58.789,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Lesotho,74.756,15.967,Lesotho,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Lesotho,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2078451680,Lesotho,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.170000076,Lesotho,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.41610589,Lesotho,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lesotho,"Population ages 15-64, total",SP.POP.1564.TO,1195371,Lesotho,0.885634152,2014009,75,2.147566421,Lesotho,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,32.04470034,Lesotho,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,32.6670994,Lesotho,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,35.28805977,Services,Africa,Sub-Saharan Africa
Lesotho,2017,2443,1.844000432,LSO,Sub-Saharan Africa (excluding high income),Lower middle income,0.45563817,0.088011324,cc,-0.059058353,Lesotho,25.73688126,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Lesotho,51.753,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Lesotho,69.553,17.8,Lesotho,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Lesotho,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2368122099,Lesotho,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.23117733,Lesotho,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.38289128,Lesotho,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lesotho,"Population ages 15-64, total",SP.POP.1564.TO,1287903,Lesotho,1.24492807,2157110,75,2.168328147,Lesotho,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.40213241,Lesotho,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,33.9064416,Lesotho,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,35.69142599,Services,Africa,Sub-Saharan Africa
Liberia,2011,15,0.006697834,LBR,Sub-Saharan Africa (excluding high income),Low income,0.188014656,0.139253095,cc,-0.690497637,Liberia,43.65790939,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Liberia,71.897,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Liberia,82.377,10.48,Liberia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Liberia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2730716886,Liberia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,Liberia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.30460691,Liberia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liberia,"Population ages 15-64, total",SP.POP.1564.TO,2282473,Liberia,3.920469879,4221178,75,1.499350351,Liberia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,46.05578214,Liberia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,10.43310834,Liberia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,43.51110953,Agriculture,Africa,Sub-Saharan Africa
Liberia,2017,32,0.012294594,LBR,Sub-Saharan Africa (excluding high income),Low income,0.357138395,0.108791165,cc,-0.687090397,Liberia,39.45969391,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Liberia,71.973,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Liberia,81.981,10.008,Liberia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Liberia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3254893759,Liberia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.246325016,Liberia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.18545348,Liberia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liberia,"Population ages 15-64, total",SP.POP.1564.TO,2651323,Liberia,1.943247767,4848925,75,1.668644976,Liberia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,40.61688436,Liberia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,8.221539079,Liberia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,51.16157656,Services,Africa,Sub-Saharan Africa
Liberia,2021,124,0.042907198,LBR,Sub-Saharan Africa (excluding high income),Low income,0.516311467,0.126776546,cc,-0.937883019,,41.55880165,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Liberia,71.701,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Liberia,81.05,9.349,Liberia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Liberia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3270920146,Liberia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.111867905,Liberia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.12350449,Liberia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liberia,"Population ages 15-64, total",SP.POP.1564.TO,2935286,Liberia,2.110987385,5259323,75,1.59650558,Liberia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,40.1252983,Liberia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,8.159485887,Liberia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,51.71521581,Services,Africa,Sub-Saharan Africa
